                       	strtok	oldstrtok
Length  150/10, alignment 15/ 9, found:	25.9219	55.0234
Length  150/10, alignment 15/ 9, fail:	26.3906	49.4766
Length  150/10, alignment 15/15, found:	26.0312	54.7969
Length  150/10, alignment 15/15, fail:	25.4609	49.5234
Length   22/11, alignment  0/ 0, found:	14.6328	40.9766
Length   22/11, alignment  0/ 0, fail:	20.8125	47.5625
Length   22/11, alignment  0/ 3, found:	17.4922	40.5312
Length   22/11, alignment  0/ 3, fail:	23.3828	47.5078
Length   22/11, alignment  0/ 9, found:	17.3828	40.8906
Length   22/11, alignment  0/ 9, fail:	24.1406	47.3984
Length   22/11, alignment  0/15, found:	17.2344	40.75
Length   22/11, alignment  0/15, fail:	23.9531	47.4297
Length   22/11, alignment  3/ 0, found:	16.8438	41.7578
Length   22/11, alignment  3/ 0, fail:	20.3047	50.2656
Length   22/11, alignment  3/ 3, found:	18.9297	41.2734
Length   22/11, alignment  3/ 3, fail:	22.4453	49.4375
Length   22/11, alignment  3/ 9, found:	19.7266	41.5078
Length   22/11, alignment  3/ 9, fail:	23.5938	49.9141
Length   22/11, alignment  3/15, found:	19.4141	41.2656
Length   22/11, alignment  3/15, fail:	24.5	49.7344
Length   22/11, alignment  9/ 0, found:	17.8906	41.4688
Length   22/11, alignment  9/ 0, fail:	20.75	49.6953
Length   22/11, alignment  9/ 3, found:	19.3359	41.0938
Length   22/11, alignment  9/ 3, fail:	22.6797	49.625
Length   22/11, alignment  9/ 9, found:	18.6719	41.2344
Length   22/11, alignment  9/ 9, fail:	24.2344	49.5859
Length   22/11, alignment  9/15, found:	18.5	41.3672
Length   22/11, alignment  9/15, fail:	24.3359	49.5234
Length   22/11, alignment 15/ 0, found:	18.1719	42.3047
Length   22/11, alignment 15/ 0, fail:	20.9297	49.6094
Length   22/11, alignment 15/ 3, found:	19.5469	42.1641
Length   22/11, alignment 15/ 3, fail:	23.3984	49.7109
Length   22/11, alignment 15/ 9, found:	18.7344	42.0547
Length   22/11, alignment 15/ 9, fail:	25.2812	49.6094
Length   22/11, alignment 15/15, found:	19.6172	41.9453
Length   22/11, alignment 15/15, fail:	25.1562	49.4453
Length   33/11, alignment  0/ 0, found:	16.5625	41.7266
Length   33/11, alignment  0/ 0, fail:	20.0781	47.5078
Length   33/11, alignment  0/ 3, found:	18.2266	41.3125
Length   33/11, alignment  0/ 3, fail:	23.5625	47.5469
Length   33/11, alignment  0/ 9, found:	18.1641	41.3594
Length   33/11, alignment  0/ 9, fail:	24.0234	47.6953
Length   33/11, alignment  0/15, found:	17.5469	41.2812
Length   33/11, alignment  0/15, fail:	24.9375	68.5
Length   33/11, alignment  3/ 0, found:	17.5312	42.2812
Length   33/11, alignment  3/ 0, fail:	20.6484	50.2891
Length   33/11, alignment  3/ 3, found:	19.2344	42.0547
Length   33/11, alignment  3/ 3, fail:	21.7734	49.6797
Length   33/11, alignment  3/ 9, found:	18.7734	41.9688
Length   33/11, alignment  3/ 9, fail:	23.8516	49.9609
Length   33/11, alignment  3/15, found:	19.1094	41.8438
Length   33/11, alignment  3/15, fail:	23.1406	49.9531
Length   33/11, alignment  9/ 0, found:	17.7734	42.2109
Length   33/11, alignment  9/ 0, fail:	21.4688	49.7344
Length   33/11, alignment  9/ 3, found:	19.1562	41.9375
Length   33/11, alignment  9/ 3, fail:	23.8828	49.8828
Length   33/11, alignment  9/ 9, found:	19.1562	41.875
Length   33/11, alignment  9/ 9, fail:	25.3359	49.7969
Length   33/11, alignment  9/15, found:	18.9688	41.8672
Length   33/11, alignment  9/15, fail:	25.1328	49.7031
Length   33/11, alignment 15/ 0, found:	17.9688	43.7188
Length   33/11, alignment 15/ 0, fail:	21.7812	49.875
Length   33/11, alignment 15/ 3, found:	19.1094	46.5859
Length   33/11, alignment 15/ 3, fail:	23.5078	49.9922
Length   33/11, alignment 15/ 9, found:	17.8984	43.3906
Length   33/11, alignment 15/ 9, fail:	25.4219	49.8438
Length   33/11, alignment 15/15, found:	19	42.9219
Length   33/11, alignment 15/15, fail:	23.5	49.8281
Length   44/11, alignment  0/ 0, found:	16.4375	41.4141
Length   44/11, alignment  0/ 0, fail:	21.2266	47.5859
Length   44/11, alignment  0/ 3, found:	18.0469	41.0469
Length   44/11, alignment  0/ 3, fail:	24.3984	47.4766
Length   44/11, alignment  0/ 9, found:	17.9062	41.5469
Length   44/11, alignment  0/ 9, fail:	24.5703	47.8203
Length   44/11, alignment  0/15, found:	17.7812	41.3359
Length   44/11, alignment  0/15, fail:	25	47.7344
Length   44/11, alignment  3/ 0, found:	17.1562	42.125
Length   44/11, alignment  3/ 0, fail:	19.2109	50.2969
Length   44/11, alignment  3/ 3, found:	18.3281	41.9688
Length   44/11, alignment  3/ 3, fail:	23.1797	49.7891
Length   44/11, alignment  3/ 9, found:	18.6953	41.875
Length   44/11, alignment  3/ 9, fail:	25.9688	50.2422
Length   44/11, alignment  3/15, found:	19.0391	41.8438
Length   44/11, alignment  3/15, fail:	25.9844	50.0391
Length   44/11, alignment  9/ 0, found:	18.4219	45.2656
Length   44/11, alignment  9/ 0, fail:	22.4844	49.7109
Length   44/11, alignment  9/ 3, found:	19.9141	45.6562
Length   44/11, alignment  9/ 3, fail:	24.5625	49.8906
Length   44/11, alignment  9/ 9, found:	19.7891	45.1172
Length   44/11, alignment  9/ 9, fail:	26.4922	49.8672
Length   44/11, alignment  9/15, found:	20.0625	44.8906
Length   44/11, alignment  9/15, fail:	25.9375	49.7891
Length   44/11, alignment 15/ 0, found:	18.3438	45.2734
Length   44/11, alignment 15/ 0, fail:	22.4062	49.6719
Length   44/11, alignment 15/ 3, found:	20.0859	45.4844
Length   44/11, alignment 15/ 3, fail:	24.0703	49.75
Length   44/11, alignment 15/ 9, found:	19.8984	45.0234
Length   44/11, alignment 15/ 9, fail:	25.5781	49.7109
Length   44/11, alignment 15/15, found:	18.9453	44.9531
Length   44/11, alignment 15/15, fail:	25.5078	49.5938
Length   55/11, alignment  0/ 0, found:	17.1641	42.3359
Length   55/11, alignment  0/ 0, fail:	20.6484	47.4922
Length   55/11, alignment  0/ 3, found:	18.4141	41.7188
Length   55/11, alignment  0/ 3, fail:	23.5547	47.3906
Length   55/11, alignment  0/ 9, found:	20.1562	42.0781
Length   55/11, alignment  0/ 9, fail:	24.8672	47.5078
Length   55/11, alignment  0/15, found:	20.1484	41.9141
Length   55/11, alignment  0/15, fail:	24.9453	47.4922
Length   55/11, alignment  3/ 0, found:	17.5469	45.0234
Length   55/11, alignment  3/ 0, fail:	20.1875	50.2656
Length   55/11, alignment  3/ 3, found:	19.8281	45.2969
Length   55/11, alignment  3/ 3, fail:	23.8281	49.6094
Length   55/11, alignment  3/ 9, found:	18.9766	45.1797
Length   55/11, alignment  3/ 9, fail:	24.8203	49.8906
Length   55/11, alignment  3/15, found:	18.6484	45.125
Length   55/11, alignment  3/15, fail:	24.7891	49.7734
Length   55/11, alignment  9/ 0, found:	20.4219	46.8828
Length   55/11, alignment  9/ 0, fail:	21.5391	49.7812
Length   55/11, alignment  9/ 3, found:	21.7031	46.4141
Length   55/11, alignment  9/ 3, fail:	23.8828	49.6797
Length   55/11, alignment  9/ 9, found:	22.6875	45.3984
Length   55/11, alignment  9/ 9, fail:	26.2891	49.5859
Length   55/11, alignment  9/15, found:	22.2812	45.1562
Length   55/11, alignment  9/15, fail:	26.5547	49.5859
Length   55/11, alignment 15/ 0, found:	20.9844	47.9297
Length   55/11, alignment 15/ 0, fail:	23.0547	49.7188
Length   55/11, alignment 15/ 3, found:	22.2969	47.8906
Length   55/11, alignment 15/ 3, fail:	24.6641	49.6406
Length   55/11, alignment 15/ 9, found:	22.1328	47.5625
Length   55/11, alignment 15/ 9, fail:	26.1719	49.6719
Length   55/11, alignment 15/15, found:	22.5391	47.3672
Length   55/11, alignment 15/15, fail:	26.1719	49.5859
Length   66/11, alignment  0/ 0, found:	19.5781	46.8281
Length   66/11, alignment  0/ 0, fail:	21.2656	47.4141
Length   66/11, alignment  0/ 3, found:	20.7891	45.9766
Length   66/11, alignment  0/ 3, fail:	23.5625	47.375
Length   66/11, alignment  0/ 9, found:	20.8984	46.125
Length   66/11, alignment  0/ 9, fail:	24.4609	47.5469
Length   66/11, alignment  0/15, found:	19.9766	46.0469
Length   66/11, alignment  0/15, fail:	24.2188	47.5
Length   66/11, alignment  3/ 0, found:	19.2578	47.8828
Length   66/11, alignment  3/ 0, fail:	20.0391	50.1562
Length   66/11, alignment  3/ 3, found:	20.7109	47.9297
Length   66/11, alignment  3/ 3, fail:	23.7422	49.625
Length   66/11, alignment  3/ 9, found:	20.6641	47.4141
Length   66/11, alignment  3/ 9, fail:	25.3906	49.9531
Length   66/11, alignment  3/15, found:	20.5234	47.3359
Length   66/11, alignment  3/15, fail:	25.1719	49.9844
Length   66/11, alignment  9/ 0, found:	19.4844	47.875
Length   66/11, alignment  9/ 0, fail:	21.2734	49.7266
Length   66/11, alignment  9/ 3, found:	20.1172	47.7266
Length   66/11, alignment  9/ 3, fail:	24.2734	49.5703
Length   66/11, alignment  9/ 9, found:	20.6094	47.5
Length   66/11, alignment  9/ 9, fail:	25.3984	49.6328
Length   66/11, alignment  9/15, found:	20.4844	47.4062
Length   66/11, alignment  9/15, fail:	25.8359	49.7109
Length   66/11, alignment 15/ 0, found:	19.9609	48.6719
Length   66/11, alignment 15/ 0, fail:	21.3281	49.6797
Length   66/11, alignment 15/ 3, found:	22.0078	48.3984
Length   66/11, alignment 15/ 3, fail:	23.4531	49.6172
Length   66/11, alignment 15/ 9, found:	21.6797	48.4297
Length   66/11, alignment 15/ 9, fail:	25.2031	49.6719
Length   66/11, alignment 15/15, found:	21.3203	48.2031
Length   66/11, alignment 15/15, fail:	25.0391	49.6641
Length   77/11, alignment  0/ 0, found:	19.1562	46.4141
Length   77/11, alignment  0/ 0, fail:	21.1406	47.5
Length   77/11, alignment  0/ 3, found:	20.6094	45.9141
Length   77/11, alignment  0/ 3, fail:	22.7266	47.3359
Length   77/11, alignment  0/ 9, found:	20.0469	46.0234
Length   77/11, alignment  0/ 9, fail:	23.4141	47.5391
Length   77/11, alignment  0/15, found:	21.3438	45.9141
Length   77/11, alignment  0/15, fail:	23.7891	47.4062
Length   77/11, alignment  3/ 0, found:	20.9922	47.1797
Length   77/11, alignment  3/ 0, fail:	20.375	50.3125
Length   77/11, alignment  3/ 3, found:	22.5625	46.8281
Length   77/11, alignment  3/ 3, fail:	24.1094	49.6797
Length   77/11, alignment  3/ 9, found:	22.2891	45.9609
Length   77/11, alignment  3/ 9, fail:	24.1797	49.9609
Length   77/11, alignment  3/15, found:	22.3984	45.7734
Length   77/11, alignment  3/15, fail:	25.5391	49.9375
Length   77/11, alignment  9/ 0, found:	21.0156	48.3672
Length   77/11, alignment  9/ 0, fail:	20.8828	49.6641
Length   77/11, alignment  9/ 3, found:	22.4141	48.1406
Length   77/11, alignment  9/ 3, fail:	23.9766	49.6172
Length   77/11, alignment  9/ 9, found:	22.4062	48.2422
Length   77/11, alignment  9/ 9, fail:	25.6406	49.625
Length   77/11, alignment  9/15, found:	22.2812	48.1406
Length   77/11, alignment  9/15, fail:	25.4062	49.6016
Length   77/11, alignment 15/ 0, found:	21	48.4609
Length   77/11, alignment 15/ 0, fail:	21.0781	49.5469
Length   77/11, alignment 15/ 3, found:	22.5156	48.1172
Length   77/11, alignment 15/ 3, fail:	23.5156	49.5234
Length   77/11, alignment 15/ 9, found:	43.4531	48.2109
Length   77/11, alignment 15/ 9, fail:	23.8125	49.6094
Length   77/11, alignment 15/15, found:	20.8594	48.1953
Length   77/11, alignment 15/15, fail:	25.0234	49.4844
Length   88/11, alignment  0/ 0, found:	19.7969	53.7969
Length   88/11, alignment  0/ 0, fail:	19.4922	43.4844
Length   88/11, alignment  0/ 3, found:	20.9688	42.7109
Length   88/11, alignment  0/ 3, fail:	21.2031	43.4062
Length   88/11, alignment  0/ 9, found:	21.0234	43.1875
Length   88/11, alignment  0/ 9, fail:	22.9766	43.5078
Length   88/11, alignment  0/15, found:	21.5938	42.9609
Length   88/11, alignment  0/15, fail:	22.5781	43.5781
Length   88/11, alignment  3/ 0, found:	19.3281	44.4062
Length   88/11, alignment  3/ 0, fail:	18.7031	46.1172
Length   88/11, alignment  3/ 3, found:	20.5469	44.1016
Length   88/11, alignment  3/ 3, fail:	21.4141	45.6094
Length   88/11, alignment  3/ 9, found:	20.5938	44.1875
Length   88/11, alignment  3/ 9, fail:	22.5703	45.8125
Length   88/11, alignment  3/15, found:	19.5938	44.1719
Length   88/11, alignment  3/15, fail:	22.5078	45.75
Length   88/11, alignment  9/ 0, found:	20.8203	45.125
Length   88/11, alignment  9/ 0, fail:	19.0312	45.4844
Length   88/11, alignment  9/ 3, found:	21.8438	44.8359
Length   88/11, alignment  9/ 3, fail:	21.7891	49.7734
Length   88/11, alignment  9/ 9, found:	23.8281	48.9297
Length   88/11, alignment  9/ 9, fail:	25.25	49.6719
Length   88/11, alignment  9/15, found:	23.3984	48.7188
Length   88/11, alignment  9/15, fail:	26.0859	49.6016
Length   88/11, alignment 15/ 0, found:	22.1484	48.8672
Length   88/11, alignment 15/ 0, fail:	20.8828	49.5391
Length   88/11, alignment 15/ 3, found:	23.5703	48.8047
Length   88/11, alignment 15/ 3, fail:	23.5547	49.5859
Length   88/11, alignment 15/ 9, found:	23.9219	48.6953
Length   88/11, alignment 15/ 9, fail:	25.1797	49.5703
Length   88/11, alignment 15/15, found:	23.4531	48.6406
Length   88/11, alignment 15/15, fail:	25.1562	49.5625
Length   99/11, alignment  0/ 0, found:	21.9375	47.6797
Length   99/11, alignment  0/ 0, fail:	21.3828	47.4531
Length   99/11, alignment  0/ 3, found:	21.2188	46.9688
Length   99/11, alignment  0/ 3, fail:	22.2031	47.3594
Length   99/11, alignment  0/ 9, found:	23.6562	47.4375
Length   99/11, alignment  0/ 9, fail:	24.375	47.6172
Length   99/11, alignment  0/15, found:	21.1406	47.4453
Length   99/11, alignment  0/15, fail:	24.6641	47.5156
Length   99/11, alignment  3/ 0, found:	22.0859	48.8125
Length   99/11, alignment  3/ 0, fail:	20.3906	50.1953
Length   99/11, alignment  3/ 3, found:	25.0625	48.625
Length   99/11, alignment  3/ 3, fail:	24.9609	49.7422
Length   99/11, alignment  3/ 9, found:	25.0469	48.7109
Length   99/11, alignment  3/ 9, fail:	24.8516	49.9922
Length   99/11, alignment  3/15, found:	24.9219	48.6328
Length   99/11, alignment  3/15, fail:	24.7656	49.9766
Length   99/11, alignment  9/ 0, found:	23.0391	48.8516
Length   99/11, alignment  9/ 0, fail:	22.3594	49.6094
Length   99/11, alignment  9/ 3, found:	24.0781	48.7031
Length   99/11, alignment  9/ 3, fail:	24.2969	49.5781
Length   99/11, alignment  9/ 9, found:	24.0234	48.75
Length   99/11, alignment  9/ 9, fail:	25.1406	49.6484
Length   99/11, alignment  9/15, found:	24.4219	48.75
Length   99/11, alignment  9/15, fail:	25.2891	49.7344
Length   99/11, alignment 15/ 0, found:	21.7188	51.0938
Length   99/11, alignment 15/ 0, fail:	21.75	49.5234
Length   99/11, alignment 15/ 3, found:	23.0938	51.4219
Length   99/11, alignment 15/ 3, fail:	23.3516	49.6172
Length   99/11, alignment 15/ 9, found:	21.5625	51.2188
Length   99/11, alignment 15/ 9, fail:	25.25	49.6406
Length   99/11, alignment 15/15, found:	22.5703	51.0156
Length   99/11, alignment 15/15, fail:	24.3594	49.5703
Length  110/11, alignment  0/ 0, found:	21.2891	47.3672
Length  110/11, alignment  0/ 0, fail:	20.7109	47.4297
Length  110/11, alignment  0/ 3, found:	22.7656	46.7656
Length  110/11, alignment  0/ 3, fail:	22.7969	47.2734
Length  110/11, alignment  0/ 9, found:	23.2344	47.2109
Length  110/11, alignment  0/ 9, fail:	24.6328	47.6016
Length  110/11, alignment  0/15, found:	23.1094	47.2188
Length  110/11, alignment  0/15, fail:	25.2656	47.4219
Length  110/11, alignment  3/ 0, found:	23.1328	50.6406
Length  110/11, alignment  3/ 0, fail:	19.8672	50.5
Length  110/11, alignment  3/ 3, found:	23.1875	54.5234
Length  110/11, alignment  3/ 3, fail:	25.1016	52.9844
Length  110/11, alignment  3/ 9, found:	22.7031	54.3125
Length  110/11, alignment  3/ 9, fail:	26.3203	53.3203
Length  110/11, alignment  3/15, found:	23.0859	54.2578
Length  110/11, alignment  3/15, fail:	26.3594	53.1172
Length  110/11, alignment  9/ 0, found:	21.6797	53.8203
Length  110/11, alignment  9/ 0, fail:	22.6875	52.7812
Length  110/11, alignment  9/ 3, found:	22.8594	54.4531
Length  110/11, alignment  9/ 3, fail:	24.8594	52.7891
Length  110/11, alignment  9/ 9, found:	25.0781	54.2656
Length  110/11, alignment  9/ 9, fail:	26.4688	52.9141
Length  110/11, alignment  9/15, found:	24.5469	54.2031
Length  110/11, alignment  9/15, fail:	27.5	52.8047
Length  110/11, alignment 15/ 0, found:	22.5156	53.75
Length  110/11, alignment 15/ 0, fail:	23.625	52.7266
Length  110/11, alignment 15/ 3, found:	24.1562	54.4141
Length  110/11, alignment 15/ 3, fail:	25.9922	52.7422
Length  110/11, alignment 15/ 9, found:	25.9688	54.1562
Length  110/11, alignment 15/ 9, fail:	27.1016	52.8281
Length  110/11, alignment 15/15, found:	23.6953	54.1328
Length  110/11, alignment 15/15, fail:	27.3281	52.6953
Length  121/11, alignment  0/ 0, found:	24.2578	51.4766
Length  121/11, alignment  0/ 0, fail:	22.5156	50.4766
Length  121/11, alignment  0/ 3, found:	23.5469	50.7266
Length  121/11, alignment  0/ 3, fail:	25.2344	50.6328
Length  121/11, alignment  0/ 9, found:	22.9688	51.4219
Length  121/11, alignment  0/ 9, fail:	26.2422	50.5312
Length  121/11, alignment  0/15, found:	23.9062	51.1094
Length  121/11, alignment  0/15, fail:	26.7188	50.5781
Length  121/11, alignment  3/ 0, found:	24.9844	53.7734
Length  121/11, alignment  3/ 0, fail:	21.7031	53.6172
Length  121/11, alignment  3/ 3, found:	23.6641	54.4062
Length  121/11, alignment  3/ 3, fail:	24.9219	52.9453
Length  121/11, alignment  3/ 9, found:	27.0938	54.3359
Length  121/11, alignment  3/ 9, fail:	25.3828	53.1094
Length  121/11, alignment  3/15, found:	27.0234	54.1641
Length  121/11, alignment  3/15, fail:	25.3828	53.0078
Length  121/11, alignment  9/ 0, found:	24.0078	57.3906
Length  121/11, alignment  9/ 0, fail:	21.5859	52.7188
Length  121/11, alignment  9/ 3, found:	27.8906	57.3359
Length  121/11, alignment  9/ 3, fail:	24.8438	52.75
Length  121/11, alignment  9/ 9, found:	28.0391	56.6719
Length  121/11, alignment  9/ 9, fail:	25.3359	52.9141
Length  121/11, alignment  9/15, found:	24.7734	56.4219
Length  121/11, alignment  9/15, fail:	25.8359	52.8906
Length  121/11, alignment 15/ 0, found:	23.6484	57.0469
Length  121/11, alignment 15/ 0, fail:	22.5391	52.7656
Length  121/11, alignment 15/ 3, found:	25.0625	57.0625
Length  121/11, alignment 15/ 3, fail:	24.2109	52.625
Length  121/11, alignment 15/ 9, found:	24.3203	56.4453
Length  121/11, alignment 15/ 9, fail:	24.9766	52.8594
Length  121/11, alignment 15/15, found:	24.7812	56.5078
Length  121/11, alignment 15/15, fail:	24.9844	52.7344
Length  132/11, alignment  0/ 0, found:	22.0156	55.8828
Length  132/11, alignment  0/ 0, fail:	22.1406	50.5625
Length  132/11, alignment  0/ 3, found:	23.4844	55.3359
Length  132/11, alignment  0/ 3, fail:	24.4844	50.4062
Length  132/11, alignment  0/ 9, found:	24.1172	55.2344
Length  132/11, alignment  0/ 9, fail:	26.0938	50.5234
Length  132/11, alignment  0/15, found:	24.7188	55.0391
Length  132/11, alignment  0/15, fail:	25.9297	68.2344
Length  132/11, alignment  3/ 0, found:	25.8516	57.0781
Length  132/11, alignment  3/ 0, fail:	21.7109	53.2812
Length  132/11, alignment  3/ 3, found:	27.2891	57.1328
Length  132/11, alignment  3/ 3, fail:	25.3828	52.7812
Length  132/11, alignment  3/ 9, found:	25.6016	56.5859
Length  132/11, alignment  3/ 9, fail:	25.5156	53.4141
Length  132/11, alignment  3/15, found:	23.4297	56.5234
Length  132/11, alignment  3/15, fail:	26.125	53.3203
Length  132/11, alignment  9/ 0, found:	22.4844	57.0781
Length  132/11, alignment  9/ 0, fail:	22.8203	52.7656
Length  132/11, alignment  9/ 3, found:	24.0781	57.125
Length  132/11, alignment  9/ 3, fail:	25.2578	52.8125
Length  132/11, alignment  9/ 9, found:	26.1016	56.5156
Length  132/11, alignment  9/ 9, fail:	27.1797	52.7578
Length  132/11, alignment  9/15, found:	26.5547	56.4219
