                       	strcasestr	simple_strcasestr
Length   90/15, alignment  9/ 3, found:	108.203	223.133
Length   90/15, alignment  9/ 3, fail:	114.117	178.859
Length   90/15, alignment  9/ 9, found:	111.367	224.617
Length   90/15, alignment  9/ 9, fail:	110.844	179.102
Length   90/15, alignment  9/15, found:	111.609	223.953
Length   90/15, alignment  9/15, fail:	108.609	179.344
Length   90/15, alignment 15/ 0, found:	112.156	223.609
Length   90/15, alignment 15/ 0, fail:	110.641	183.648
Length   90/15, alignment 15/ 3, found:	121.836	238.891
Length   90/15, alignment 15/ 3, fail:	117.531	191.352
Length   90/15, alignment 15/ 9, found:	119.648	239.734
Length   90/15, alignment 15/ 9, fail:	117.375	194.57
Length   90/15, alignment 15/15, found:	119.375	239.055
Length   90/15, alignment 15/15, fail:	117.297	214.398
Length  105/15, alignment  0/ 0, found:	130.07	257.758
Length  105/15, alignment  0/ 0, fail:	124.93	202.484
Length  105/15, alignment  0/ 3, found:	125.914	255.82
Length  105/15, alignment  0/ 3, fail:	130.859	201.609
Length  105/15, alignment  0/ 9, found:	130.875	255.266
Length  105/15, alignment  0/ 9, fail:	128.469	201.781
Length  105/15, alignment  0/15, found:	127.242	256.312
Length  105/15, alignment  0/15, fail:	128.328	201.734
Length  105/15, alignment  3/ 0, found:	127.625	255.094
Length  105/15, alignment  3/ 0, fail:	127.086	204.031
Length  105/15, alignment  3/ 3, found:	127.844	257.391
Length  105/15, alignment  3/ 3, fail:	128.406	203.016
Length  105/15, alignment  3/ 9, found:	129.969	256.055
Length  105/15, alignment  3/ 9, fail:	127.164	203.57
Length  105/15, alignment  3/15, found:	127.945	257.43
Length  105/15, alignment  3/15, fail:	127.023	203.812
Length  105/15, alignment  9/ 0, found:	149.375	257.477
Length  105/15, alignment  9/ 0, fail:	126.695	205.648
Length  105/15, alignment  9/ 3, found:	124.727	256.305
Length  105/15, alignment  9/ 3, fail:	129.008	203.477
Length  105/15, alignment  9/ 9, found:	126.781	256.398
Length  105/15, alignment  9/ 9, fail:	126.383	200.398
Length  105/15, alignment  9/15, found:	126.781	256.625
Length  105/15, alignment  9/15, fail:	128.07	202.586
Length  105/15, alignment 15/ 0, found:	128.656	257.812
Length  105/15, alignment 15/ 0, fail:	129.336	202.734
Length  105/15, alignment 15/ 3, found:	127.594	256.539
Length  105/15, alignment 15/ 3, fail:	127	204.125
Length  105/15, alignment 15/ 9, found:	125.297	256.383
Length  105/15, alignment 15/ 9, fail:	126.734	203.773
Length  105/15, alignment 15/15, found:	124.445	256.539
Length  105/15, alignment 15/15, fail:	126.742	203.414
Length  120/15, alignment  0/ 0, found:	136.461	292.5
Length  120/15, alignment  0/ 0, fail:	138.484	210.898
Length  120/15, alignment  0/ 3, found:	137.266	271.352
Length  120/15, alignment  0/ 3, fail:	146.617	211
Length  120/15, alignment  0/ 9, found:	132.977	271.5
Length  120/15, alignment  0/ 9, fail:	138.008	210.359
Length  120/15, alignment  0/15, found:	134.125	271.109
Length  120/15, alignment  0/15, fail:	139.133	209.375
Length  120/15, alignment  3/ 0, found:	136.945	270.414
Length  120/15, alignment  3/ 0, fail:	140.102	210.562
Length  120/15, alignment  3/ 3, found:	133.117	272.648
Length  120/15, alignment  3/ 3, fail:	137.203	211.148
Length  120/15, alignment  3/ 9, found:	135.898	273.047
Length  120/15, alignment  3/ 9, fail:	136.102	208.445
Length  120/15, alignment  3/15, found:	133.625	272.438
Length  120/15, alignment  3/15, fail:	140.477	206.797
Length  120/15, alignment  9/ 0, found:	136.867	298.289
Length  120/15, alignment  9/ 0, fail:	138	211.75
Length  120/15, alignment  9/ 3, found:	133.844	273.016
Length  120/15, alignment  9/ 3, fail:	136.453	210.586
Length  120/15, alignment  9/ 9, found:	136.43	273.5
Length  120/15, alignment  9/ 9, fail:	137.031	210.133
Length  120/15, alignment  9/15, found:	138.352	273.062
Length  120/15, alignment  9/15, fail:	141.031	207.789
Length  120/15, alignment 15/ 0, found:	137.094	273.305
Length  120/15, alignment 15/ 0, fail:	139.156	210.805
Length  120/15, alignment 15/ 3, found:	134.617	272.25
Length  120/15, alignment 15/ 3, fail:	140.289	209.359
Length  120/15, alignment 15/ 9, found:	136.953	272.18
Length  120/15, alignment 15/ 9, fail:	135.898	208.922
Length  120/15, alignment 15/15, found:	135.422	271.836
Length  120/15, alignment 15/15, fail:	136.906	210.5
Length  135/15, alignment  0/ 0, found:	169.484	289.664
Length  135/15, alignment  0/ 0, fail:	147.086	223.117
Length  135/15, alignment  0/ 3, found:	142.359	290.227
Length  135/15, alignment  0/ 3, fail:	151.359	221.383
Length  135/15, alignment  0/ 9, found:	141.422	289.844
Length  135/15, alignment  0/ 9, fail:	158.633	228.281
Length  135/15, alignment  0/15, found:	146.461	299.141
Length  135/15, alignment  0/15, fail:	153.508	228.188
Length  135/15, alignment  3/ 0, found:	149.469	298.961
Length  135/15, alignment  3/ 0, fail:	150.492	227.82
Length  135/15, alignment  3/ 3, found:	148.586	298.938
Length  135/15, alignment  3/ 3, fail:	152.188	228.68
Length  135/15, alignment  3/ 9, found:	149.07	298.547
Length  135/15, alignment  3/ 9, fail:	153.617	227.953
Length  135/15, alignment  3/15, found:	149.289	321.953
Length  135/15, alignment  3/15, fail:	170.461	229.766
Length  135/15, alignment  9/ 0, found:	149.609	300.086
Length  135/15, alignment  9/ 0, fail:	155.555	225.266
Length  135/15, alignment  9/ 3, found:	148.562	298.062
Length  135/15, alignment  9/ 3, fail:	155.117	228.695
Length  135/15, alignment  9/ 9, found:	150.523	299.523
Length  135/15, alignment  9/ 9, fail:	155.469	225.406
Length  135/15, alignment  9/15, found:	146.625	298.469
Length  135/15, alignment  9/15, fail:	154.984	228.125
Length  135/15, alignment 15/ 0, found:	150.031	299.039
Length  135/15, alignment 15/ 0, fail:	153.688	228.438
Length  135/15, alignment 15/ 3, found:	146.453	300.117
Length  135/15, alignment 15/ 3, fail:	152.344	228.266
Length  135/15, alignment 15/ 9, found:	148.414	299.109
Length  135/15, alignment 15/ 9, fail:	168.586	229.492
Length  135/15, alignment 15/15, found:	148.805	299.031
Length  135/15, alignment 15/15, fail:	153.312	228.188
Length  150/15, alignment  0/ 0, found:	157.5	317.859
Length  150/15, alignment  0/ 0, fail:	161.344	238.703
Length  150/15, alignment  0/ 3, found:	154.68	316.164
Length  150/15, alignment  0/ 3, fail:	161.453	238.289
Length  150/15, alignment  0/ 9, found:	155.414	316
Length  150/15, alignment  0/ 9, fail:	161.438	235.938
Length  150/15, alignment  0/15, found:	155.859	316.344
Length  150/15, alignment  0/15, fail:	162.492	237.406
Length  150/15, alignment  3/ 0, found:	158.5	316.914
Length  150/15, alignment  3/ 0, fail:	163.922	237.273
Length  150/15, alignment  3/ 3, found:	155.172	334.25
Length  150/15, alignment  3/ 3, fail:	169.141	238.422
Length  150/15, alignment  3/ 9, found:	157.75	315.961
Length  150/15, alignment  3/ 9, fail:	164	237.391
Length  150/15, alignment  3/15, found:	158.203	314.07
Length  150/15, alignment  3/15, fail:	163.961	237.781
Length  150/15, alignment  9/ 0, found:	157.211	316.719
Length  150/15, alignment  9/ 0, fail:	161.562	238.711
Length  150/15, alignment  9/ 3, found:	157.453	315.414
Length  150/15, alignment  9/ 3, fail:	162.492	237.375
Length  150/15, alignment  9/ 9, found:	160.398	316.648
Length  150/15, alignment  9/ 9, fail:	162.695	234.289
Length  150/15, alignment  9/15, found:	156.992	316.688
Length  150/15, alignment  9/15, fail:	163.852	238.719
Length  150/15, alignment 15/ 0, found:	160.133	345.664
Length  150/15, alignment 15/ 0, fail:	165.375	242.32
Length  150/15, alignment 15/ 3, found:	161.07	320.695
Length  150/15, alignment 15/ 3, fail:	166.523	239.742
Length  150/15, alignment 15/ 9, found:	157.305	319.438
Length  150/15, alignment 15/ 9, fail:	166.367	242.328
Length  150/15, alignment 15/15, found:	159.812	319.25
Length  150/15, alignment 15/15, fail:	167.133	239.844
Length  165/15, alignment  0/ 0, found:	173.273	337.336
Length  165/15, alignment  0/ 0, fail:	176.055	251.961
Length  165/15, alignment  0/ 3, found:	166.641	337.602
Length  165/15, alignment  0/ 3, fail:	180.383	246.906
Length  165/15, alignment  0/ 9, found:	165.438	337.875
Length  165/15, alignment  0/ 9, fail:	177.258	271.156
Length  165/15, alignment  0/15, found:	171.789	336.336
Length  165/15, alignment  0/15, fail:	177.93	250.273
Length  165/15, alignment  3/ 0, found:	171.648	337.156
Length  165/15, alignment  3/ 0, fail:	179.969	253.906
Length  165/15, alignment  3/ 3, found:	171.859	335.898
Length  165/15, alignment  3/ 3, fail:	180.859	247.891
Length  165/15, alignment  3/ 9, found:	169.281	337.461
Length  165/15, alignment  3/ 9, fail:	178.656	252.531
Length  165/15, alignment  3/15, found:	169.898	343.5
Length  165/15, alignment  3/15, fail:	184.305	263.586
Length  165/15, alignment  9/ 0, found:	176.055	348.953
Length  165/15, alignment  9/ 0, fail:	177.344	257.75
Length  165/15, alignment  9/ 3, found:	173.234	372.672
Length  165/15, alignment  9/ 3, fail:	182.188	262.875
Length  165/15, alignment  9/ 9, found:	173.227	350.391
Length  165/15, alignment  9/ 9, fail:	183.977	262.188
Length  165/15, alignment  9/15, found:	177.336	351.273
Length  165/15, alignment  9/15, fail:	184.203	255.906
Length  165/15, alignment 15/ 0, found:	177.375	349.383
Length  165/15, alignment 15/ 0, fail:	184.492	261.625
Length  165/15, alignment 15/ 3, found:	173.562	351.977
Length  165/15, alignment 15/ 3, fail:	185.109	261.656
Length  165/15, alignment 15/ 9, found:	173.258	350.984
Length  165/15, alignment 15/ 9, fail:	187.5	258.445
Length  165/15, alignment 15/15, found:	177.617	366.344
Length  165/15, alignment 15/15, fail:	194.422	262.18
Length  180/15, alignment  0/ 0, found:	187.781	367.852
Length  180/15, alignment  0/ 0, fail:	215.914	267.031
Length  180/15, alignment  0/ 3, found:	185.266	366.57
Length  180/15, alignment  0/ 3, fail:	195.625	272.867
Length  180/15, alignment  0/ 9, found:	184.914	367.773
Length  180/15, alignment  0/ 9, fail:	196.914	266.719
Length  180/15, alignment  0/15, found:	187.367	366.594
Length  180/15, alignment  0/15, fail:	197.797	270.703
Length  180/15, alignment  3/ 0, found:	184.039	366.477
Length  180/15, alignment  3/ 0, fail:	195.695	270.742
Length  180/15, alignment  3/ 3, found:	181.883	386.523
Length  180/15, alignment  3/ 3, fail:	197.617	269.867
Length  180/15, alignment  3/ 9, found:	186.188	367.43
Length  180/15, alignment  3/ 9, fail:	197.336	270
Length  180/15, alignment  3/15, found:	190.016	368.477
Length  180/15, alignment  3/15, fail:	196.906	269.789
Length  180/15, alignment  9/ 0, found:	187.383	366.648
Length  180/15, alignment  9/ 0, fail:	195.656	269.719
Length  180/15, alignment  9/ 3, found:	185.5	368.07
Length  180/15, alignment  9/ 3, fail:	196.773	270.609
Length  180/15, alignment  9/ 9, found:	185.289	369.047
Length  180/15, alignment  9/ 9, fail:	195.789	270.156
Length  180/15, alignment  9/15, found:	185.438	384.625
Length  180/15, alignment  9/15, fail:	195.664	270.375
Length  180/15, alignment 15/ 0, found:	189.234	369.859
Length  180/15, alignment 15/ 0, fail:	198.336	270.562
Length  180/15, alignment 15/ 3, found:	186.711	369.406
Length  180/15, alignment 15/ 3, fail:	195.656	271.156
Length  180/15, alignment 15/ 9, found:	190.445	368.742
Length  180/15, alignment 15/ 9, fail:	195.461	271.734
Length  180/15, alignment 15/15, found:	184.859	369.289
Length  180/15, alignment 15/15, fail:	195.43	271.891
Length  195/15, alignment  0/ 0, found:	193.617	389.523
Length  195/15, alignment  0/ 0, fail:	205.461	277.391
Length  195/15, alignment  0/ 3, found:	206.156	387.773
Length  195/15, alignment  0/ 3, fail:	208.852	278.367
Length  195/15, alignment  0/ 9, found:	194.852	386.977
Length  195/15, alignment  0/ 9, fail:	207.742	281.289
Length  195/15, alignment  0/15, found:	192.172	386.797
Length  195/15, alignment  0/15, fail:	205.688	276.422
Length  195/15, alignment  3/ 0, found:	195.039	387.023
Length  195/15, alignment  3/ 0, fail:	200.562	275.852
Length  195/15, alignment  3/ 3, found:	194.914	387.344
Length  195/15, alignment  3/ 3, fail:	199.727	266.32
Length  195/15, alignment  3/ 9, found:	188.523	374.094
Length  195/15, alignment  3/ 9, fail:	202.281	285.117
Length  195/15, alignment  3/15, found:	186.594	371.625
Length  195/15, alignment  3/15, fail:	201.227	271.203
Length  195/15, alignment  9/ 0, found:	185.758	372.977
Length  195/15, alignment  9/ 0, fail:	199.148	272.789
Length  195/15, alignment  9/ 3, found:	188.234	373.602
Length  195/15, alignment  9/ 3, fail:	199.773	271.453
Length  195/15, alignment  9/ 9, found:	188.039	373.406
Length  195/15, alignment  9/ 9, fail:	199.695	271.125
Length  195/15, alignment  9/15, found:	184.891	374.461
Length  195/15, alignment  9/15, fail:	199.844	272.164
Length  195/15, alignment 15/ 0, found:	185.492	372.227
Length  195/15, alignment 15/ 0, fail:	223.008	271.492
Length  195/15, alignment 15/ 3, found:	187.625	373.375
Length  195/15, alignment 15/ 3, fail:	199.258	273.125
Length  195/15, alignment 15/ 9, found:	183.766	372.273
Length  195/15, alignment 15/ 9, fail:	197.539	268.492
Length  195/15, alignment 15/15, found:	184.969	372.445
Length  195/15, alignment 15/15, fail:	199.992	267.234
Length  210/15, alignment  0/ 0, found:	218.727	412.648
Length  210/15, alignment  0/ 0, fail:	208.867	283.125
Length  210/15, alignment  0/ 3, found:	218.938	409.445
Length  210/15, alignment  0/ 3, fail:	210.93	291.289
Length  210/15, alignment  0/ 9, found:	219.625	424.766
Length  210/15, alignment  0/ 9, fail:	222.141	281.789
Length  210/15, alignment  0/15, found:	219.828	410.75
Length  210/15, alignment  0/15, fail:	215.648	276.359
Length  210/15, alignment  3/ 0, found:	223.188	409.016
Length  210/15, alignment  3/ 0, fail:	209.711	304.953
Length  210/15, alignment  3/ 3, found:	224.734	410.789
Length  210/15, alignment  3/ 3, fail:	208.742	282.078
Length  210/15, alignment  3/ 9, found:	221.133	411.5
Length  210/15, alignment  3/ 9, fail:	209.039	274.359
Length  210/15, alignment  3/15, found:	220.727	410.531
Length  210/15, alignment  3/15, fail:	227.461	280.875
Length  210/15, alignment  9/ 0, found:	222.289	410.898
Length  210/15, alignment  9/ 0, fail:	211.086	280.281
Length  210/15, alignment  9/ 3, found:	220.945	411.742
Length  210/15, alignment  9/ 3, fail:	210.227	275
Length  210/15, alignment  9/ 9, found:	220.625	410.055
Length  210/15, alignment  9/ 9, fail:	222.742	280.844
Length  210/15, alignment  9/15, found:	221.43	410.297
Length  210/15, alignment  9/15, fail:	208.688	280.719
Length  210/15, alignment 15/ 0, found:	224.359	410.508
Length  210/15, alignment 15/ 0, fail:	217.258	308.617
Length  210/15, alignment 15/ 3, found:	233.297	423.531
Length  210/15, alignment 15/ 3, fail:	219.141	286.281
Length  210/15, alignment 15/ 9, found:	232.031	425.023
Length  210/15, alignment 15/ 9, fail:	218.445	285.07
Length  210/15, alignment 15/15, found:	233.945	424.852
Length  210/15, alignment 15/15, fail:	222.109	291.977
Length  225/15, alignment  0/ 0, found:	263.93	441.312
Length  225/15, alignment  0/ 0, fail:	229.25	294.266
Length  225/15, alignment  0/ 3, found:	269.281	453.367
Length  225/15, alignment  0/ 3, fail:	230.617	302.734
Length  225/15, alignment  0/ 9, found:	276.766	453.695
Length  225/15, alignment  0/ 9, fail:	228.539	295.023
Length  225/15, alignment  0/15, found:	254.469	440.836
Length  225/15, alignment  0/15, fail:	230.586	301.633
Length  225/15, alignment  3/ 0, found:	253.297	446.852
Length  225/15, alignment  3/ 0, fail:	231.023	295.352
Length  225/15, alignment  3/ 3, found:	264.375	444.492
Length  225/15, alignment  3/ 3, fail:	230.023	300.906
Length  225/15, alignment  3/ 9, found:	264.422	441.336
Length  225/15, alignment  3/ 9, fail:	227.695	319.375
Length  225/15, alignment  3/15, found:	262.258	453.695
Length  225/15, alignment  3/15, fail:	232.68	293.562
Length  225/15, alignment  9/ 0, found:	251.992	444.945
Length  225/15, alignment  9/ 0, fail:	226.641	301.891
Length  225/15, alignment  9/ 3, found:	268.336	449.656
Length  225/15, alignment  9/ 3, fail:	227.492	301.719
Length  225/15, alignment  9/ 9, found:	263.25	449.562
Length  225/15, alignment  9/ 9, fail:	242.812	296.18
Length  225/15, alignment  9/15, found:	262.883	441.898
Length  225/15, alignment  9/15, fail:	228.43	315.633
Length  225/15, alignment 15/ 0, found:	258.133	445.688
Length  225/15, alignment 15/ 0, fail:	229.719	302.156
Length  225/15, alignment 15/ 3, found:	252.945	444.703
Length  225/15, alignment 15/ 3, fail:	230.281	302.594
Length  225/15, alignment 15/ 9, found:	252.453	442.008
Length  225/15, alignment 15/ 9, fail:	230	301.508
Length  225/15, alignment 15/15, found:	254.883	441.664
Length  225/15, alignment 15/15, fail:	230.125	296.18
Length   32/16, alignment  0/ 0, found:	104.43	197.359
Length   32/16, alignment  0/ 0, fail:	93.75	186.508
Length   32/16, alignment  0/ 3, found:	100.117	212.805
Length   32/16, alignment  0/ 3, fail:	96.9766	183.93
Length   32/16, alignment  0/ 9, found:	102.367	196.328
Length   32/16, alignment  0/ 9, fail:	95.5859	185.398
Length   32/16, alignment  0/15, found:	101.047	195.969
Length   32/16, alignment  0/15, fail:	99.9531	185.789
Length   32/16, alignment  3/ 0, found:	100.969	196.406
Length   32/16, alignment  3/ 0, fail:	94.6875	184.039
Length   32/16, alignment  3/ 3, found:	101.133	196.406
Length   32/16, alignment  3/ 3, fail:	96.5859	185.422
Length   32/16, alignment  3/ 9, found:	102.719	196.516
Length   32/16, alignment  3/ 9, fail:	95.4609	183.992
Length   32/16, alignment  3/15, found:	101.133	194.516
Length   32/16, alignment  3/15, fail:	105.039	184.078
Length   32/16, alignment  9/ 0, found:	103.211	196.609
