                       	oldstrsep	strsep	simple_strsep
Length   44/11, alignment 15/15, fail:	14.6094	15.2344	375.586
Length   55/11, alignment  0/ 0, found:	19.6562	21.8672	235.117
Length   55/11, alignment  0/ 0, fail:	13.7266	14.0703	459.984
Length   55/11, alignment  0/ 3, found:	19.6953	21.8203	234.875
Length   55/11, alignment  0/ 3, fail:	16.4609	17.2656	459.094
Length   55/11, alignment  0/ 9, found:	19.6172	21.9531	238.469
Length   55/11, alignment  0/ 9, fail:	15.2422	16.0312	460.375
Length   55/11, alignment  0/15, found:	19.5938	21.8984	235.852
Length   55/11, alignment  0/15, fail:	15.6562	16.3438	460.047
Length   55/11, alignment  3/ 0, found:	19.7891	21.9531	235.32
Length   55/11, alignment  3/ 0, fail:	13.9453	13.6406	460.242
Length   55/11, alignment  3/ 3, found:	19.8438	22.0781	236.758
Length   55/11, alignment  3/ 3, fail:	14.7266	14.5781	460.227
Length   55/11, alignment  3/ 9, found:	20.1562	21.9062	238.922
Length   55/11, alignment  3/ 9, fail:	14.7344	15.3828	460.234
Length   55/11, alignment  3/15, found:	19.6328	21.8516	263.742
Length   55/11, alignment  3/15, fail:	16.0938	15.1406	460.367
Length   55/11, alignment  9/ 0, found:	19.6172	21.8516	239.5
Length   55/11, alignment  9/ 0, fail:	15.3672	16.2031	460.336
Length   55/11, alignment  9/ 3, found:	19.7422	21.9453	239.664
Length   55/11, alignment  9/ 3, fail:	16.1484	16.7578	460.43
Length   55/11, alignment  9/ 9, found:	19.6562	21.7578	235.703
Length   55/11, alignment  9/ 9, fail:	16.7266	18.0625	460.078
Length   55/11, alignment  9/15, found:	19.7109	21.8984	236.812
Length   55/11, alignment  9/15, fail:	16.7656	17.4688	460.352
Length   55/11, alignment 15/ 0, found:	19.6406	21.8594	235.008
Length   55/11, alignment 15/ 0, fail:	15.1875	15.8203	460.336
Length   55/11, alignment 15/ 3, found:	19.7734	21.8828	238.492
Length   55/11, alignment 15/ 3, fail:	15.8516	16.25	460.266
Length   55/11, alignment 15/ 9, found:	19.6016	21.8047	237
Length   55/11, alignment 15/ 9, fail:	16.5625	17.4531	542.336
Length   55/11, alignment 15/15, found:	19.6094	21.8047	244.75
Length   55/11, alignment 15/15, fail:	17.3516	17.4531	460.734
Length   66/11, alignment  0/ 0, found:	19.9375	22.0234	285.352
Length   66/11, alignment  0/ 0, fail:	15.3047	15.2344	545.133
Length   66/11, alignment  0/ 3, found:	20.0625	22.2734	285.602
Length   66/11, alignment  0/ 3, fail:	16.8359	17.8281	545.234
Length   66/11, alignment  0/ 9, found:	19.8438	22.0156	285.211
Length   66/11, alignment  0/ 9, fail:	16.5391	17.2812	545.914
Length   66/11, alignment  0/15, found:	19.6641	23.1328	283.867
Length   66/11, alignment  0/15, fail:	16.3438	17.2109	545.359
Length   66/11, alignment  3/ 0, found:	19.75	21.8438	284.75
Length   66/11, alignment  3/ 0, fail:	15.2812	15.8594	545.188
Length   66/11, alignment  3/ 3, found:	19.8203	22.1016	285.242
Length   66/11, alignment  3/ 3, fail:	15.5234	16.1406	564.18
Length   66/11, alignment  3/ 9, found:	18.6562	20.4141	291.852
Length   66/11, alignment  3/ 9, fail:	15.6797	16.5078	510.047
Length   66/11, alignment  3/15, found:	18.4453	20.3984	266.953
Length   66/11, alignment  3/15, fail:	15.7734	16.3906	513.688
Length   66/11, alignment  9/ 0, found:	18.4375	20.3906	266.594
Length   66/11, alignment  9/ 0, fail:	14.2188	14.8281	513.648
Length   66/11, alignment  9/ 3, found:	18.5781	20.4922	266.836
Length   66/11, alignment  9/ 3, fail:	14.6953	14.8984	512.344
Length   66/11, alignment  9/ 9, found:	18.4062	20.3906	266.906
Length   66/11, alignment  9/ 9, fail:	15.7031	16.2812	513.281
Length   66/11, alignment  9/15, found:	18.3516	20.6797	267.047
Length   66/11, alignment  9/15, fail:	15.4375	16.3281	513.383
Length   66/11, alignment 15/ 0, found:	18.5547	20.7031	267.109
Length   66/11, alignment 15/ 0, fail:	16.1719	40.4062	513.5
Length   66/11, alignment 15/ 3, found:	18.5	20.6484	267.719
Length   66/11, alignment 15/ 3, fail:	16.5938	17.4375	512.664
Length   66/11, alignment 15/ 9, found:	18.6875	20.6719	267.797
Length   66/11, alignment 15/ 9, fail:	17.7109	18.7344	513.438
Length   66/11, alignment 15/15, found:	18.5	20.4609	267.523
Length   66/11, alignment 15/15, fail:	17.9766	18.4219	513.125
Length   77/11, alignment  0/ 0, found:	18.4375	20.4766	329.234
Length   77/11, alignment  0/ 0, fail:	14.0703	15.0391	659.469
Length   77/11, alignment  0/ 3, found:	18.5547	20.6094	329.461
Length   77/11, alignment  0/ 3, fail:	14.9844	16.0078	667.891
Length   77/11, alignment  0/ 9, found:	19.75	21.9531	352.062
Length   77/11, alignment  0/ 9, fail:	16.5781	16.9219	725.086
Length   77/11, alignment  0/15, found:	19.6328	21.9844	351.969
Length   77/11, alignment  0/15, fail:	16.2422	17.5312	703.648
Length   77/11, alignment  3/ 0, found:	19.6953	21.8359	352.102
Length   77/11, alignment  3/ 0, fail:	17.6875	17.8203	703.672
Length   77/11, alignment  3/ 3, found:	19.7109	21.9688	352.344
Length   77/11, alignment  3/ 3, fail:	17.4688	18.5156	703.758
Length   77/11, alignment  3/ 9, found:	19.7109	21.8672	323.852
Length   77/11, alignment  3/ 9, fail:	19.0391	19.5859	629.117
Length   77/11, alignment  3/15, found:	19.5625	21.7656	352.094
Length   77/11, alignment  3/15, fail:	18.9297	19.6875	634.828
Length   77/11, alignment  9/ 0, found:	19.7344	21.8281	348.312
Length   77/11, alignment  9/ 0, fail:	16.9688	17.9141	703.266
Length   77/11, alignment  9/ 3, found:	19.6719	21.8672	352.156
Length   77/11, alignment  9/ 3, fail:	17.7969	18.6094	703.586
Length   77/11, alignment  9/ 9, found:	19.5625	21.6953	353.039
Length   77/11, alignment  9/ 9, fail:	18.9141	19.7812	635.234
Length   77/11, alignment  9/15, found:	19.6094	21.8125	324.195
Length   77/11, alignment  9/15, fail:	18.9062	19.4766	634.859
Length   77/11, alignment 15/ 0, found:	19.8047	22.0547	324.047
Length   77/11, alignment 15/ 0, fail:	17.1797	17.8359	634.5
Length   77/11, alignment 15/ 3, found:	19.8359	21.9141	324.688
Length   77/11, alignment 15/ 3, fail:	17.375	18.3281	656.086
Length   77/11, alignment 15/ 9, found:	19.9922	21.9922	322.641
Length   77/11, alignment 15/ 9, fail:	18.9062	19.5625	629.039
Length   77/11, alignment 15/15, found:	19.7344	21.8125	323.758
Length   77/11, alignment 15/15, fail:	18.9141	19.5703	704.555
Length   48/12, alignment  0/ 0, found:	20.1406	21.8438	230.75
Length   48/12, alignment  0/ 0, fail:	14.3672	14.1641	435.211
Length   48/12, alignment  0/ 3, found:	19.6953	21.9531	229.195
Length   48/12, alignment  0/ 3, fail:	16.0859	18.1484	433.039
Length   48/12, alignment  0/ 9, found:	19.6172	21.8984	229.875
Length   48/12, alignment  0/ 9, fail:	15.9844	15.7578	433.016
Length   48/12, alignment  0/15, found:	19.6406	21.9922	232.227
Length   48/12, alignment  0/15, fail:	15.8203	15.8906	433.633
Length   48/12, alignment  3/ 0, found:	19.8828	21.9688	228.344
Length   48/12, alignment  3/ 0, fail:	12.9531	13.7656	455.242
Length   48/12, alignment  3/ 3, found:	19.8359	21.9766	254.078
Length   48/12, alignment  3/ 3, fail:	13.5859	14.1719	434.195
Length   48/12, alignment  3/ 9, found:	19.6484	22.0156	230.367
Length   48/12, alignment  3/ 9, fail:	15.3281	15.2344	433.062
Length   48/12, alignment  3/15, found:	19.7344	22.0078	231.352
Length   48/12, alignment  3/15, fail:	14.5781	15.1875	433.594
Length   48/12, alignment  9/ 0, found:	19.6562	22.0703	240.477
Length   48/12, alignment  9/ 0, fail:	13.5	13.6719	438.141
Length   48/12, alignment  9/ 3, found:	19.8203	21.9297	230.742
Length   48/12, alignment  9/ 3, fail:	15.3906	13.8672	433.516
Length   48/12, alignment  9/ 9, found:	19.6172	21.8047	231
Length   48/12, alignment  9/ 9, fail:	16.3125	15.2422	432.977
Length   48/12, alignment  9/15, found:	19.5703	21.8281	230.617
Length   48/12, alignment  9/15, fail:	15.3047	15.3203	471.609
Length   48/12, alignment 15/ 0, found:	19.5938	21.8906	256.148
Length   48/12, alignment 15/ 0, fail:	13.2656	13.6016	470.055
Length   48/12, alignment 15/ 3, found:	19.7578	21.8828	230.703
Length   48/12, alignment 15/ 3, fail:	14.7188	14.5781	432.953
Length   48/12, alignment 15/ 9, found:	19.5547	21.7969	230.625
Length   48/12, alignment 15/ 9, fail:	16.0781	15.1406	433.008
Length   48/12, alignment 15/15, found:	19.6641	21.875	229.258
Length   48/12, alignment 15/15, fail:	16.0938	15.0156	432.953
Length   60/12, alignment  0/ 0, found:	19.6562	21.8438	279.516
Length   60/12, alignment  0/ 0, fail:	15.1562	14.1875	532.461
Length   60/12, alignment  0/ 3, found:	19.7266	21.8672	278.922
Length   60/12, alignment  0/ 3, fail:	15.3203	16.5391	533.945
Length   60/12, alignment  0/ 9, found:	19.6016	21.7891	278.375
Length   60/12, alignment  0/ 9, fail:	15.3672	15.7969	532.414
Length   60/12, alignment  0/15, found:	19.6016	21.8047	277.57
Length   60/12, alignment  0/15, fail:	15.8828	15.9531	555.711
Length   60/12, alignment  3/ 0, found:	19.6797	21.7734	278.578
Length   60/12, alignment  3/ 0, fail:	12.9531	13.5078	532.758
Length   60/12, alignment  3/ 3, found:	19.7266	21.8203	278.086
Length   60/12, alignment  3/ 3, fail:	13.5078	15.0391	533.008
Length   60/12, alignment  3/ 9, found:	19.5703	21.8203	280.797
Length   60/12, alignment  3/ 9, fail:	14.375	15.3203	532.758
Length   60/12, alignment  3/15, found:	19.6328	21.7812	278.656
Length   60/12, alignment  3/15, fail:	16.0938	15.0859	532.43
Length   60/12, alignment  9/ 0, found:	19.6562	21.8281	278.203
Length   60/12, alignment  9/ 0, fail:	15.6094	15.75	533.297
Length   60/12, alignment  9/ 3, found:	19.7344	21.8906	278.148
Length   60/12, alignment  9/ 3, fail:	15.6875	16.4688	532.742
Length   60/12, alignment  9/ 9, found:	19.7031	21.7891	278.391
Length   60/12, alignment  9/ 9, fail:	16.7109	17.4609	552.086
Length   60/12, alignment  9/15, found:	19.6016	21.8359	278.812
Length   60/12, alignment  9/15, fail:	16.6172	17.625	532.375
Length   60/12, alignment 15/ 0, found:	19.8359	21.8516	278.297
Length   60/12, alignment 15/ 0, fail:	15.0703	15.8203	532.164
Length   60/12, alignment 15/ 3, found:	19.7266	21.8984	278.789
Length   60/12, alignment 15/ 3, fail:	16.0703	15.9688	532.156
Length   60/12, alignment 15/ 9, found:	19.5859	21.9219	277.828
Length   60/12, alignment 15/ 9, fail:	16.5859	17.4844	532.234
Length   60/12, alignment 15/15, found:	19.5859	21.8281	278.977
Length   60/12, alignment 15/15, fail:	16.5	17.4375	532.164
Length   72/12, alignment  0/ 0, found:	19.7578	21.9453	329.211
Length   72/12, alignment  0/ 0, fail:	14.8672	16.0156	631.086
Length   72/12, alignment  0/ 3, found:	19.7344	21.8594	352.984
Length   72/12, alignment  0/ 3, fail:	17.8281	16.5156	632.344
Length   72/12, alignment  0/ 9, found:	20	21.8516	327.734
Length   72/12, alignment  0/ 9, fail:	16.7031	17.5547	632.031
Length   72/12, alignment  0/15, found:	19.7422	21.9141	328.484
Length   72/12, alignment  0/15, fail:	16.3203	17.5859	632.711
Length   72/12, alignment  3/ 0, found:	19.6641	21.8672	329.078
Length   72/12, alignment  3/ 0, fail:	15.0469	16.1484	631.961
Length   72/12, alignment  3/ 3, found:	19.7109	21.875	328.75
Length   72/12, alignment  3/ 3, fail:	16.3984	16.3516	631.617
Length   72/12, alignment  3/ 9, found:	19.6484	21.8281	328.641
Length   72/12, alignment  3/ 9, fail:	17.4922	17.5391	651.242
Length   72/12, alignment  3/15, found:	19.6406	22.0078	364.641
Length   72/12, alignment  3/15, fail:	16.6328	17.6016	698.273
Length   72/12, alignment  9/ 0, found:	19.6406	21.8672	354.938
Length   72/12, alignment  9/ 0, fail:	17.0859	17.9688	700.883
Length   72/12, alignment  9/ 3, found:	19.7188	21.8125	363.133
Length   72/12, alignment  9/ 3, fail:	17.5156	18.3438	632.648
Length   72/12, alignment  9/ 9, found:	19.5703	21.7344	329.164
Length   72/12, alignment  9/ 9, fail:	19.0391	19.4922	631.766
Length   72/12, alignment  9/15, found:	19.625	21.7109	328.57
Length   72/12, alignment  9/15, fail:	18.8203	19.6719	632.055
Length   72/12, alignment 15/ 0, found:	19.7344	21.8906	328.945
Length   72/12, alignment 15/ 0, fail:	16.9453	17.8984	681.977
Length   72/12, alignment 15/ 3, found:	19.7969	22.1094	327.703
Length   72/12, alignment 15/ 3, fail:	17.4609	18.4375	631.836
Length   72/12, alignment 15/ 9, found:	19.8281	22	329.414
Length   72/12, alignment 15/ 9, fail:	18.9375	19.5859	631.906
Length   72/12, alignment 15/15, found:	19.7891	21.8516	329.266
Length   72/12, alignment 15/15, fail:	18.8125	19.5391	631.875
Length   84/12, alignment  0/ 0, found:	19.7031	21.8906	380.398
Length   84/12, alignment  0/ 0, fail:	17.375	17.7344	806.422
Length   84/12, alignment  0/ 3, found:	19.6953	22.0156	418.406
Length   84/12, alignment  0/ 3, fail:	19.3828	18.9766	835.742
Length   84/12, alignment  0/ 9, found:	20.1016	21.8594	419.586
Length   84/12, alignment  0/ 9, fail:	18.9297	19.8281	807.547
Length   84/12, alignment  0/15, found:	19.6719	21.8516	418.328
Length   84/12, alignment  0/15, fail:	18.4062	19.0625	807.445
Length   84/12, alignment  3/ 0, found:	19.6641	21.9531	408.086
Length   84/12, alignment  3/ 0, fail:	17.2734	18.0625	807.531
Length   84/12, alignment  3/ 3, found:	19.75	21.8672	417.938
Length   84/12, alignment  3/ 3, fail:	17.6406	18.4062	807.492
Length   84/12, alignment  3/ 9, found:	19.8828	21.8594	408.07
Length   84/12, alignment  3/ 9, fail:	20.2656	36.7578	809.641
Length   84/12, alignment  3/15, found:	19.7109	21.8203	418.758
Length   84/12, alignment  3/15, fail:	19.3516	20.9375	810.719
Length   84/12, alignment  9/ 0, found:	19.8906	21.8984	421.562
Length   84/12, alignment  9/ 0, fail:	17.0078	18.0859	807.617
Length   84/12, alignment  9/ 3, found:	19.8516	21.9219	409.727
Length   84/12, alignment  9/ 3, fail:	17.2578	18.3281	807.555
Length   84/12, alignment  9/ 9, found:	19.7891	21.8984	421.656
Length   84/12, alignment  9/ 9, fail:	18.8984	19.5938	807.711
Length   84/12, alignment  9/15, found:	20.1641	21.9141	377.039
Length   84/12, alignment  9/15, fail:	18.8672	19.4922	732.344
Length   84/12, alignment 15/ 0, found:	19.7578	21.9141	378.688
Length   84/12, alignment 15/ 0, fail:	19.9609	20.2031	731.133
Length   84/12, alignment 15/ 3, found:	19.7734	21.9531	377.648
Length   84/12, alignment 15/ 3, fail:	20.3203	20.8906	732.172
Length   84/12, alignment 15/ 9, found:	19.7422	21.9375	377.945
Length   84/12, alignment 15/ 9, fail:	21.8203	21.9531	731.047
Length   84/12, alignment 15/15, found:	19.6953	21.7891	377.516
Length   84/12, alignment 15/15, fail:	21.0703	21.5469	731.227
Length   52/13, alignment  0/ 0, found:	19.6797	21.8203	261.219
Length   52/13, alignment  0/ 0, fail:	13.6406	13.7188	497.242
Length   52/13, alignment  0/ 3, found:	19.8828	21.9219	259.664
Length   52/13, alignment  0/ 3, fail:	15.6797	16.4609	493.555
Length   52/13, alignment  0/ 9, found:	19.7422	21.8906	259.438
Length   52/13, alignment  0/ 9, fail:	15.4922	16.0703	499.797
Length   52/13, alignment  0/15, found:	19.7109	21.8125	262.688
Length   52/13, alignment  0/15, fail:	15.7578	16.4922	513.906
Length   52/13, alignment  3/ 0, found:	20.4375	22.7422	269.32
Length   52/13, alignment  3/ 0, fail:	13.4766	14.1406	534.508
Length   52/13, alignment  3/ 3, found:	21.2578	23.7109	277.836
Length   52/13, alignment  3/ 3, fail:	16.0625	17.1562	533.109
Length   52/13, alignment  3/ 9, found:	21.3203	23.75	278.07
Length   52/13, alignment  3/ 9, fail:	15.7344	16.1953	552.852
Length   52/13, alignment  3/15, found:	21.1328	23.5547	278.695
Length   52/13, alignment  3/15, fail:	15.4297	16.2656	578.117
Length   52/13, alignment  9/ 0, found:	21.1406	23.3594	295.766
Length   52/13, alignment  9/ 0, fail:	14.7344	14.5234	579.375
Length   52/13, alignment  9/ 3, found:	21.2344	23.5703	296.266
Length   52/13, alignment  9/ 3, fail:	16.6406	16.5391	579.391
Length   52/13, alignment  9/ 9, found:	21.1406	23.6094	298.031
Length   52/13, alignment  9/ 9, fail:	17.2734	16.3438	581.398
Length   52/13, alignment  9/15, found:	21.0703	23.375	295.867
Length   52/13, alignment  9/15, fail:	16.4375	16.1094	579.633
Length   52/13, alignment 15/ 0, found:	21.125	23.4531	295.797
Length   52/13, alignment 15/ 0, fail:	16.1016	17.0781	579.398
Length   52/13, alignment 15/ 3, found:	21.2656	23.5625	312.828
Length   52/13, alignment 15/ 3, fail:	18.4297	19.4688	579.391
Length   52/13, alignment 15/ 9, found:	21.0391	23.4375	295.961
Length   52/13, alignment 15/ 9, fail:	17.9922	19.0859	579.555
Length   52/13, alignment 15/15, found:	21.0547	23.5	295.844
Length   52/13, alignment 15/15, fail:	17.7578	18.8281	579.539
Length   65/13, alignment  0/ 0, found:	21.2188	23.5859	358.102
Length   65/13, alignment  0/ 0, fail:	16.2812	16.7031	713.711
Length   65/13, alignment  0/ 3, found:	21.7109	24.0859	358.031
Length   65/13, alignment  0/ 3, fail:	18.0703	19.0703	653.742
Length   65/13, alignment  0/ 9, found:	21.3984	23.7109	339
Length   65/13, alignment  0/ 9, fail:	17.7891	19.3672	731.055
Length   65/13, alignment  0/15, found:	21.1172	23.4844	358.109
Length   65/13, alignment  0/15, fail:	18.1484	18.6953	713.195
Length   65/13, alignment  3/ 0, found:	21.1094	23.6562	358.086
Length   65/13, alignment  3/ 0, fail:	16.2969	17.2578	713.281
Length   65/13, alignment  3/ 3, found:	21.3438	23.6719	358
Length   65/13, alignment  3/ 3, fail:	18.2344	19.3828	652.484
Length   65/13, alignment  3/ 9, found:	21.0938	23.4297	335.898
Length   65/13, alignment  3/ 9, fail:	17.7578	18.9844	652.664
Length   65/13, alignment  3/15, found:	21.0547	23.5156	337.227
Length   65/13, alignment  3/15, fail:	17.8438	18.7656	653.305
Length   65/13, alignment  9/ 0, found:	21.0938	23.3672	335.938
Length   65/13, alignment  9/ 0, fail:	16.8125	17.0078	656.133
Length   65/13, alignment  9/ 3, found:	21.125	23.3672	336.312
Length   65/13, alignment  9/ 3, fail:	18.0859	19.0156	658.242
Length   65/13, alignment  9/ 9, found:	21.1406	23.4766	335.836
Length   65/13, alignment  9/ 9, fail:	17.8984	18.75	651.172
Length   65/13, alignment  9/15, found:	21.0312	23.4688	337.234
Length   65/13, alignment  9/15, fail:	18.0391	18.7031	653.578
Length   65/13, alignment 15/ 0, found:	21.2422	23.4141	336.203
Length   65/13, alignment 15/ 0, fail:	18.4375	19.4922	657.836
Length   65/13, alignment 15/ 3, found:	21.1172	23.6406	334.492
Length   65/13, alignment 15/ 3, fail:	21.0938	21.5859	669.883
Length   65/13, alignment 15/ 9, found:	21.0625	23.4062	372.484
Length   65/13, alignment 15/ 9, fail:	20.7734	21.4141	657.453
Length   65/13, alignment 15/15, found:	21.0703	23.4375	338.273
Length   65/13, alignment 15/15, fail:	19.7266	20.3516	687.109
Length   78/13, alignment  0/ 0, found:	20.4609	22.6719	389.359
Length   78/13, alignment  0/ 0, fail:	15.5391	15.9609	749.375
Length   78/13, alignment  0/ 3, found:	20.6172	23	389.68
Length   78/13, alignment  0/ 3, fail:	17.6016	18.375	845.164
Length   78/13, alignment  0/ 9, found:	20.3438	22.6172	390.008
Length   78/13, alignment  0/ 9, fail:	16.8516	18.0312	766.031
Length   78/13, alignment  0/15, found:	20.7422	22.6172	418.469
Length   78/13, alignment  0/15, fail:	16.8047	17.5547	747.406
Length   78/13, alignment  3/ 0, found:	20.4062	22.7891	388.75
Length   78/13, alignment  3/ 0, fail:	17.75	18.7266	753.078
Length   78/13, alignment  3/ 3, found:	20.3516	22.6016	388.445
Length   78/13, alignment  3/ 3, fail:	20.2031	20.5781	746.656
Length   78/13, alignment  3/ 9, found:	20.2656	22.5781	388.805
Length   78/13, alignment  3/ 9, fail:	19.5781	20.1562	753.398
Length   78/13, alignment  3/15, found:	20.2734	22.6328	389.43
